,name,price,total_sales_volume,month_sales_volume,month_revenue,total_revenue,rating_product,total_rating_product,inventory,monthly_event,favorite_product,discount,company,shop_name,shopee_mall,shop_total_review,total_products,response_rate,time_response,experience(unit: month),follower,store_location,special_shop,product_url,rating_rate,segmentation
410,điện thoại energizer p20 pin siêu lớn 4000mah kiêm sạc dự phòng - hàng chính hãng - bảo hành 12 tháng,232500.0,14.0,8.0,1860000.0,3255000.0,4.4,5.0,33.0,0,1,0.38,HICO.VN - WIFI 4G CHÍNH HÃNG,trang.hieu,0,153000.0,664.0,0.93,0,72.0,32700.000000000004,Hà Nội,1,https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Energizer-P20-Pin-Si%C3%AAu-L%E1%BB%9Bn-4000mAh-Ki%C3%AAm-S%E1%BA%A1c-D%E1%BB%B1-Ph%C3%B2ng-H%C3%A0ng-Ch%C3%ADnh-H%C3%A3ng-B%E1%BA%A3o-H%C3%A0nh-12-Th%C3%A1ng-i.4537676.10235629673?position=466,0.35714285714285715,Ultra_Low_end
411,tghđap điện thoại 5se máy chính hãng đẹp 99% đầy đủ các màu sắc và bộ nhớ máy có giao hàng toàn quốc00,1474500.0,8.0,8.0,11796000.0,11796000.0,5.0,1.0,3537.0,1,0,0.0,Thương Gia Họ Đỗ Mobile,thuonggiahodoapple,0,266.0,48.0,0.93,0,18.0,12200.0,Hà Nội,0,https://shopee.vn/TGH%C4%90AP-%C4%90i%E1%BB%87n-tho%E1%BA%A1i-5SE-m%C3%A1y-ch%C3%ADnh-h%C3%A3ng-%C4%91%E1%BA%B9p-99-%C4%91%E1%BA%A7y-%C4%91%E1%BB%A7-c%C3%A1c-m%C3%A0u-s%E1%BA%AFc-v%C3%A0-b%E1%BB%99-nh%E1%BB%9B-m%C3%A1y-c%C3%B3-giao-h%C3%A0ng-to%C3%A0n-qu%E1%BB%91c00-i.242140455.11352745831?position=469,0.125,Ultra_Low_end
413,"điện thoại oppo a37 - oppo a37f neo 9 chính hãng 2sim ram 2g/32g mới, camera đẹp, zalo youtube tiktok fb chuẩn",1071000.0,37000.0,7.0,7497000.0,39627000000.0,4.55,110.0,26700.0,1,1,0.1,smartphone_baochau,smartphone_baochau,0,143000.0,1100.0,0.89,0,33.0,12700.0,TP. Hồ Chí Minh,1,https://shopee.vn/%C4%91i%E1%BB%87n-tho%E1%BA%A1i-Oppo-A37-Oppo-A37F-neo-9-CH%C3%8DNH-H%C3%83NG-2sim-ram-2G-32G-m%E1%BB%9Bi-Camera-%C4%91%E1%BA%B9p-Zalo-Youtube-TIKTOK-FB-chu%E1%BA%A9n-i.122206336.6536439239?position=472,0.002972972972972973,Ultra_Low_end
414,điện thoại mini bm10 2sim,166500.0,624.0,7.0,1165500.0,103896000.0,4.93,175.0,2814.0,1,1,0.0,cochunho096,cochunho096,0,360.0,8.0,0.77,0,60.0,284.0,TP. Hồ Chí Minh,1,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-mini-BM10-2sim-i.13482524.4841335221?position=473,0.28044871794871795,Ultra_Low_end
415,điện thoại nokia 215 (rm 1110) 2 sim chính hãng,193434.25,133.0,7.0,1354039.75,25726755.25,4.81,31.0,1278.0,0,0,0.05,thanhlongnd18,thanhlongnd18,0,662.0,16.0,0.73,0,48.0,278.0,Nam Định,0,https://shopee.vn/%C4%91i%E1%BB%87n-tho%E1%BA%A1i-nokia-215-(rm-1110)-2-sim-ch%C3%ADnh-h%C3%A3ng-i.20977279.6163575310?position=477,0.23308270676691728,Ultra_Low_end
416,[mã skamsale10 giảm 10% đơn 200k] [free ship] điện thoại samsung note10 plus ram 12g/256g/ đt galaxy note10 5g giá rẻ nh,8578765.5,108.0,7.0,60051358.5,926506674.0,5.0,17.0,12031.0,1,0,0.13,Amobile.vn,amobile.vn,0,36000.0,97.0,0.85,0,24.0,44400.0,Hà Nội,1,https://shopee.vn/-M%C3%A3-SKAMSALE10-gi%E1%BA%A3m-10-%C4%91%C6%A1n-200K-Free-Ship-%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Samsung-Note10-plus-Ram-12G-256G-%C4%90T-Galaxy-Note10-5G-gi%C3%A1-r%E1%BA%BB-nh-i.189268414.8848618469?position=478,0.1574074074074074,Mid_to_High_end
417,"điện thoại google pixel 3xl 128g siêu phẩm camera, androi gốc chíp snap 845 siêu mượt",3077190.0,73.0,7.0,21540330.0,224634870.0,4.86,42.0,106.0,1,1,0.1,ATU MOBILE,ljnh1993,0,12000.0,60.0,0.94,0,36.0,9700.0,Hà Nội,1,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-google-pixel-3xl-128g-si%C3%AAu-ph%E1%BA%A9m-camera-androi-g%E1%BB%91c-ch%C3%ADp-snap-845-si%C3%AAu-m%C6%B0%E1%BB%A3t-i.71474818.10400204645?position=479,0.5753424657534246,Low_end
418,sản phẩm khách chọn live a110,110000.0,79.0,7.0,770000.0,8690000.0,4.93,45.0,999915.0,1,1,0.0,tuoinguyen912_vn,tuoinguyen912_vn,0,55000.0,136.0,0.68,0,60.0,25700.0,Ninh Bình,1,https://shopee.vn/s%E1%BA%A3n-ph%E1%BA%A9m-kh%C3%A1ch-ch%E1%BB%8Dn-live-A110-i.19313658.2931050508?position=480,0.569620253164557,Ultra_Low_end
420,[ máy chính hãng ] điện thoại vivo y51 2sim ram 2g/16g mới zin - bảo hành 12 tháng,663750.0,439.0,7.0,4646250.0,291386250.0,4.6,10.0,12925.0,1,1,0.25,smartphone_baochau,smartphone_baochau,0,143000.0,1100.0,0.89,0,33.0,12700.0,TP. Hồ Chí Minh,1,https://shopee.vn/-M%C3%81Y-CH%C3%8DNH-H%C3%83NG-%C4%91i%E1%BB%87n-tho%E1%BA%A1i-Vivo-Y51-2sim-ram-2G-16G-m%E1%BB%9Bi-Zin-B%E1%BA%A3o-h%C3%A0nh-12-th%C3%A1ng-i.122206336.3054399833?position=482,0.022779043280182234,Ultra_Low_end
421,điện thoại xiaomi redmi note 10 pro (8gb/128gb) - hàng chính hãng,6360900.0,30.0,7.0,44526300.0,190827000.0,4.91,23.0,20.0,1,0,0.09,Long Hưng Mobile,longhung_mobilestore,0,101000.0,1000.0,1.0,0,48.0,22200.0,Bến Tre,1,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Xiaomi-Redmi-Note-10-Pro-(8GB-128GB)-H%C3%A0ng-ch%C3%ADnh-h%C3%A3ng-i.40757878.8328057403?position=483,0.7666666666666667,Mid_end
422,"điện thoại 𝐍𝐎𝐊𝐈𝐀 𝟏𝟐𝟖𝟎 hàng mới [ km ] - bảo hành 12 tháng - phụ kiện : máy , sạc, pin",96320.00000000001,303.0,7.0,674240.0000000001,29184960.000000004,4.27,44.0,0.0,1,0,0.44,smarttech23,smarttech23,0,35000.0,139.0,0.88,0,18.0,5100.0,Phú Thọ,0,https://shopee.vn/%C4%90I%E1%BB%86N-THO%E1%BA%A0I-%F0%9D%90%8D%F0%9D%90%8E%F0%9D%90%8A%F0%9D%90%88%F0%9D%90%80-%F0%9D%9F%8F%F0%9D%9F%90%F0%9D%9F%96%F0%9D%9F%8E-H%C3%A0ng-M%E1%BB%9Bi-KM-B%E1%BA%A3o-h%C3%A0nh-12-Th%C3%A1ng-Ph%E1%BB%A5-Ki%E1%BB%87n-M%C3%A1y-S%E1%BA%A1c-Pin-i.242289655.7472105735?position=484,0.14521452145214522,Ultra_Low_end
423,điện thoại vsmart joy 4 (6gb/64gb) - hàng chính hãng,3449500.0,42.0,6.0,20697000.0,144879000.0,4.95,21.0,0.0,1,0,0.0,didonghot247,didonghot247,0,156.0,25.0,0.91,0,6.0,186.0,Nam Định,0,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Vsmart-Joy-4-(6GB-64GB)-H%C3%A0ng-ch%C3%ADnh-h%C3%A3ng-i.420576953.11810384653?position=485,0.5,Low_end
424,điện thoại huawei p40 pro plus 8g|512g 5g,17243100.0,58.0,7.0,120701700.0,1000099800.0,4.94,17.0,10.0,1,0,0.31,Huawei Flagship Store,huawei_flagship_store,1,67000.0,52.0,1.0,1,36.0,226600.0,Hà Nội,0,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Huawei-P40-Pro-Plus-8G-512G-5G-i.93963889.6943866184?position=486,0.29310344827586204,High_end
425,"điện thoại mini 2 sim 2 sóng online bm10 l8star siêu nhỏ (nokia 3310) khe cắm thẻ nhớ nghe nhạc mp3, thay đổi giọng nói",185000.0,82.0,7.0,1295000.0,15170000.0,4.63,24.0,60.0,0,0,0.0,D & T,ct_tnhh_levuong,0,257.0,28.0,0.89,0,48.0,1900.0,Hà Nội,1,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-mini-2-sim-2-s%C3%B3ng-online-Bm10-L8STAR-si%C3%AAu-nh%E1%BB%8F-(NOKIA-3310)-khe-c%E1%BA%AFm-th%E1%BA%BB-nh%E1%BB%9B-nghe-nh%E1%BA%A1c-MP3-thay-%C4%91%E1%BB%95i-gi%E1%BB%8Dng-n%C3%B3i-i.22570014.6819683345?position=487,0.2926829268292683,Ultra_Low_end
426,điện thoại xiaomi redmi 10 4gb/128gb - hàng chính hãng,3935040.0,15.0,7.0,27545280.0,59025600.0,4.64,11.0,0.0,1,0,0.04,Điện Thoại Chính Hãng HồngHạnh,dienthoaichinhhanghonghanh,1,73000.0,138.0,0.98,0,23.0,246700.0,Bến Tre,0,https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Xiaomi-Redmi-10-4GB-128GB-H%C3%A0ng-Ch%C3%ADnh-H%C3%A3ng-i.193124085.10041337684?position=488,0.7333333333333333,Low_end
427,điện thoại cảm ứng giá rẻ vivo y51 ram 2g chơi game siêu mượt mới 99%,690000.0,32.0,7.0,4830000.0,22080000.0,5.0,10.0,179.0,1,0,0.0,NgocQuy64,ngocquy64,0,86.0,43.0,0.8,0,34.0,81.0,Kon Tum,0,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-c%E1%BA%A3m-%E1%BB%A9ng-gi%C3%A1-r%E1%BA%BB-Vivo-Y51-RAM-2G-ch%C6%A1i-game-si%C3%AAu-m%C6%B0%E1%BB%A3t-m%E1%BB%9Bi-99--i.116641859.10309624930?position=489,0.3125,Ultra_Low_end
428,điện thoại poco m3 pro 5g (6gb/128gb) - hàng chính hãng dgw,3544600.0,15.0,7.0,24812200.0,53169000.0,5.0,8.0,20.0,1,1,0.26,Trang Linh Mobile,tranglinhmobile,0,25000.0,102.0,0.96,0,72.0,5600.0,Hà Nội,1,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-POCO-M3-Pro-5G-(6GB-128GB)-H%C3%A0ng-ch%C3%ADnh-h%C3%A3ng-DGW-i.2849350.8966001318?position=490,0.5333333333333333,Low_end
429,điện thoại samsung glaxy s9 plus nhật ram 6 bộ nhớ 64g chíp snap 845 siêu mượt,4299000.0,11.0,7.0,30093000.0,47289000.0,5.0,7.0,13.0,1,1,0.0,ATU MOBILE,ljnh1993,0,12000.0,60.0,0.94,0,36.0,9700.0,Hà Nội,1,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-samsung-glaxy-s9-plus-nh%E1%BA%ADt-ram-6-b%E1%BB%99-nh%E1%BB%9B-64g-ch%C3%ADp-snap-845-si%C3%AAu-m%C6%B0%E1%BB%A3t-i.71474818.10635663367?position=492,0.6363636363636364,Mid_end
430,điện thoại google pixel 4xl quốc tế 2 sim đẹp keng đủ màu gía rẻ,6800000.0,10.0,7.0,47600000.0,68000000.0,5.0,6.0,11.0,1,1,0.0,Chat Android,kienpham1212,0,235.0,39.0,0.92,0,48.0,3200.0,Hà Nội,1,https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Google-Pixel-4xl-Qu%E1%BB%91c-T%E1%BA%BF-2-Sim-%C4%90%E1%BA%B9p-keng-%C4%90%E1%BB%A7-M%C3%A0u-G%C3%ADa-R%E1%BA%BB-i.41470347.9152869863?position=493,0.6,Mid_end
431,"điện thoại xiaomi black shark 4 6/128, 8/128gb khang nhung - hàng nhập khẩu",9727800.0,20.0,16.0,155644800.0,194556000.0,5.0,11.0,91.0,1,1,0.07,Kim Nhung Mobile,kimnhungmobile,0,22000.0,581.0,0.86,0,48.0,26400.0,Hà Nội,1,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Xiaomi-Black-Shark-4-6-128-8-128GB-Khang-Nhung-H%C3%A0ng-Nh%E1%BA%ADp-Kh%E1%BA%A9u-i.39104237.10537433857?position=494,0.55,Mid_to_High_end
432,"điện thoại nokia 105 đời 2017,cổ,giá rẻ,2 sim chính hãng (bảo hành 12 tháng,tặng kèm pin sạc)",176860.0,21.0,8.0,1414880.0,3714060.0,4.5,10.0,2383.0,1,1,0.26,Phụ Kiện Điện Thoại Bảo An,pkdtbaoan,0,221.0,28.0,0.91,1,3.0,546.0,TP. Hồ Chí Minh,1,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-nokia-105-%C4%91%E1%BB%9Di-2017-c%E1%BB%95-gi%C3%A1-r%E1%BA%BB-2-sim-ch%C3%ADnh-h%C3%A3ng-(B%E1%BA%A3o-h%C3%A0nh-12-th%C3%A1ng-t%E1%BA%B7ng-k%C3%A8m-pin-s%E1%BA%A1c)-i.477242638.5693373195?position=495,0.47619047619047616,Ultra_Low_end
433,điện thoại huawei honor v9 play ram 3g 32g - màn 5.2 có vân tay,998000.0,24.0,7.0,6986000.0,23952000.0,5.0,4.0,4.0,1,1,0.0,Thế Linh Store,thelinhstore,0,22000.0,500.0,0.93,0,48.0,60100.0,Nghệ An,0,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Huawei-Honor-V9-Play-ram-3G-32G-M%C3%A0n-5.2-c%C3%B3-v%C3%A2n-tay-i.49282974.9471183293?position=496,0.16666666666666666,Ultra_Low_end
437,điện thoại 3 sim 3 sóng online q4 - hàng công ty,380000.0,12.0,6.0,2280000.0,4560000.0,5.0,5.0,24.0,1,1,0.0,SHOP TIÊU DÙNG_OFFICIAL,shoptieudung.com.vn,0,39000.0,237.0,0.72,0,48.0,21500.0,Hà Nội,1,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-3-sim-3-s%C3%B3ng-online-Q4-H%C3%A0ng-c%C3%B4ng-ty-i.25826246.7353413974?position=540,0.4166666666666667,Ultra_Low_end
438,"điện thoại poco x3 pro 6.67"" snapdragon 860 6g/128g, hàng chính hãng digiworld",5490000.0,25.0,6.0,32940000.0,137250000.0,5.0,18.0,4.0,0,0,0.0,khanhthuy2326,namkhanhmobile,0,19.0,3.0,0.8,0,48.0,25.0,Hà Nội,0,https://shopee.vn/%C4%90i%C3%AA%CC%A3n-thoa%CC%A3i-poco-x3-pro-6.67-snapdragon-860-6g-128g-ha%CC%80ng-chi%CC%81nh-ha%CC%83ng-digiworld-i.30061404.9184672567?position=541,0.72,Mid_end
439,"clear kho điện thoại philips e106 2 sim pin bền, điện thoại không chụp hình giá rẻ chính hãng",139000.0,48.0,6.0,834000.0,6672000.0,4.08,13.0,0.0,1,0,0.0,Handphone.vn,handphonevn,0,105000.0,496.0,0.95,0,48.0,1900.0,Hà Nội,1,https://shopee.vn/Clear-kho-%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Philips-E106-2-sim-pin-b%E1%BB%81n-%C4%91i%E1%BB%87n-tho%E1%BA%A1i-kh%C3%B4ng-ch%E1%BB%A5p-h%C3%ACnh-gi%C3%A1-r%E1%BA%BB-ch%C3%ADnh-h%C3%A3ng-i.54915183.9172346902?position=543,0.2708333333333333,Ultra_Low_end
440,điện thoại sharp aquos r2 compact - snap 845 ram 4g 64g,2288000.0,7.0,6.0,13728000.0,16016000.0,5.0,4.0,22.0,1,1,0.0,Thế Linh Store,thelinhstore,0,22000.0,500.0,0.93,0,48.0,60100.0,Nghệ An,0,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Sharp-Aquos-R2-Compact-Snap-845-ram-4G-64G-i.49282974.13108514550?position=544,0.5714285714285714,Low_end
441,điện thoại nokia e63 hàng chính hãng công ty,195000.0,21.0,6.0,1170000.0,4095000.0,4.5,4.0,281.0,0,0,0.0,haidangmobile8686,dienthoai_nokia18,0,156.0,37.0,0.9,0,32.0,111.0,Nam Định,0,https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Nokia-E63-h%C3%A0ng-ch%C3%ADnh-h%C3%A3ng-c%C3%B4ng-ty-i.129649666.8288869296?position=545,0.19047619047619047,Ultra_Low_end
442,điện thoại di động nokia 110 4g ta - 1376 ds vn,674100.0,11.0,6.0,4044600.0,7415100.0,4.8,5.0,7.0,1,0,0.1,Nokia Mobile Official Store,nokia_official_store,1,32000.0,35.0,1.0,0,36.0,10000.0,TP. Hồ Chí Minh,0,https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Di-%C4%90%E1%BB%99ng-Nokia-110-4G-TA-1376-DS-VN-i.66829677.4193057059?position=546,0.45454545454545453,Ultra_Low_end
444,điện thoại 6 plus 16/64/128g lock & qte zin all,1738790.0,10.0,6.0,10432740.0,17387900.0,5.0,3.0,1086.0,0,1,0.29,F1mobile,f1mobile,0,37000.0,45.0,0.95,0,48.0,14000.0,Hà Nội,0,https://shopee.vn/%C4%90I%E1%BB%86N-THO%E1%BA%A0I-6-PLUS-16-64-128G-LOCK-QTE-ZIN-ALL-i.44772106.12610932661?position=550,0.3,Ultra_Low_end
445,điện thoại vsmart aris (8gb/128gb)- hàng chính hãng,2702700.0,17.0,7.0,18918900.0,45945900.0,5.0,7.0,39.0,1,0,0.37,quynhvienthong,quynhvienthong,0,871.0,59.0,0.97,0,7.0,1800.0,Nam Định,1,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Vsmart-Aris-(8GB-128GB)-H%C3%A0ng-ch%C3%ADnh-h%C3%A3ng-i.407016717.8961006964?position=551,0.4117647058823529,Low_end
448,"điện thoại itel 2163 ghi âm tự động cuôc gọi, đọc số goi tới ( hàng chính hãng)",179550.0,6.0,6.0,1077300.0,1077300.0,5.0,1.0,92.0,0,1,0.05,Công Nghệ Di Động,congnghedidong,0,9000.0,92.0,0.74,0,48.0,5400.0,TP. Hồ Chí Minh,1,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Itel-2163-ghi-%C3%A2m-t%E1%BB%B1-%C4%91%E1%BB%99ng-cu%C3%B4c-g%E1%BB%8Di-%C4%91%E1%BB%8Dc-s%E1%BB%91-goi-t%E1%BB%9Bi-(-H%C3%A0ng-ch%C3%ADnh-h%C3%A3ng)-i.23220672.11610999142?position=554,0.16666666666666666,Ultra_Low_end
449,điện thoại nokia 2 sim 2 sóng newww,191000.0,14.0,6.0,1146000.0,2674000.0,3.0,2.0,20.0,1,0,0.0,Phụ kiện điện thoại Pupu,liglig318,0,13.0,10.0,0.67,0,26.0,7.0,Hà Nội,0,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Nokia-2-sim-2-s%C3%B3ng-newww-i.169493867.6445539931?position=555,0.14285714285714285,Ultra_Low_end
450,điện thoại xách tay nhật kyocera kyv34 màn 5 inch ram 2gb+16gb,724000.0,10.0,6.0,4344000.0,7240000.0,5.0,5.0,27.0,1,1,0.0,thietbisogiare,thietbisogiare,0,64000.0,280.0,0.6,0,60.0,9600.0,Nghệ An,1,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-x%C3%A1ch-tay-Nh%E1%BA%ADt-Kyocera-Kyv34-m%C3%A0n-5-inch-ram-2Gb-16Gb-i.18479475.3111693118?position=556,0.5,Ultra_Low_end
451,"màn hình nokia 1202, 1280",15000.0,10.0,10.0,150000.0,150000.0,5.0,1.0,587.0,1,0,0.0,Amobile,ada6mobile,0,37.0,706.0,0.74,0,60.0,55.0,Hà Nội,0,https://shopee.vn/m%C3%A0n-h%C3%ACnh-nokia-1202-1280-i.15236848.3090577247?position=557,0.1,Ultra_Low_end
452,"điện thoại sony xperia xz2 64g ram 4g mới chính hãng, chiến free fire/pubg mượt",3850000.0,36000.0,5.0,19250000.0,138600000000.0,4.57,23.0,35736.0,1,1,0.0,smartphone_baochau,smartphone_baochau,0,143000.0,1100.0,0.89,0,33.0,12700.0,TP. Hồ Chí Minh,1,https://shopee.vn/%C4%91i%E1%BB%87n-tho%E1%BA%A1i-Sony-Xperia-XZ2-64g-ram-4G-m%E1%BB%9Bi-Ch%C3%ADnh-H%C3%A3ng-Chi%E1%BA%BFn-Free-Fire-PUBG-m%C6%B0%E1%BB%A3t-i.122206336.8100795776?position=558,0.0006388888888888889,Low_end
453,điện thoại xiaomi redmi note 5 pro 2sim ram 4g/64g mới chính hãng - có tiếng việt,1041425.0000000001,22000.0,5.0,5207125.000000001,22911350000.000004,4.89,36.0,13900.0,1,1,0.45,smartphone_baochau,smartphone_baochau,0,143000.0,1100.0,0.89,0,33.0,12700.0,TP. Hồ Chí Minh,1,https://shopee.vn/%C4%91i%E1%BB%87n-tho%E1%BA%A1i-Xiaomi-Redmi-Note-5-Pro-2sim-ram-4G-64G-m%E1%BB%9Bi-CH%C3%8DNH-H%C3%83NG-c%C3%B3-Ti%E1%BA%BFng-Vi%E1%BB%87t-i.122206336.7837648872?position=559,0.0016363636363636363,Ultra_Low_end
454,điện thoại xiaomi poco x3 pro - hàng chính hãng phân phối digiworld !,7290000.0,515.0,5.0,36450000.0,3754350000.0,4.9,150.0,58.0,1,1,0.0,ĐIỆN TỬ THỦY CHI,dientuthuychi,0,37000.0,132.0,0.94,0,15.0,24500.0,Hà Nội,1,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Xiaomi-POCO-X3-Pro-H%C3%A0ng-Ch%C3%ADnh-H%C3%A3ng-Ph%C3%A2n-Ph%E1%BB%91i-Digiworld-!-i.281825590.4555049468?position=560,0.2912621359223301,Mid_to_High_end
455,điện thoại nokia 105 1 sim (2019) hàng mới nguyên hộp - bảo hành chính hãng,399000.0,19000.0,5.0,1995000.0,7581000000.0,4.92,152.0,159.0,1,1,0.0,TUẤN DƯƠNG MOBILE,tuanduongmobile,0,329000.0,620.0,0.79,0,60.0,20300.0,Hà Nội,1,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Nokia-105-1-sim-(2019)-H%C3%A0ng-M%E1%BB%9Bi-Nguy%C3%AAn-H%E1%BB%99p-B%E1%BA%A3o-H%C3%A0nh-Ch%C3%ADnh-h%C3%A3ng-i.14947974.6407029830?position=561,0.008,Ultra_Low_end
456,"[rẻ vô địch] điện thoại smartphone samsung - oppo cỏ, chính hãng, giá siêu rẻ, tải ứng dụng, chơi game nhẹ ok!",499000.0,416.0,5.0,2495000.0,207584000.0,4.63,201.0,1.0,1,1,0.0,Dcom USB 3G Phương Hùng 0610,phuonghung0610,0,689.0,10.0,0.94,0,60.0,1000.0,Hà Nội,1,https://shopee.vn/-R%E1%BA%BB-v%C3%B4-%C4%91%E1%BB%8Bch-%C4%90i%E1%BB%87n-tho%E1%BA%A1i-smartphone-Samsung-Oppo-c%E1%BB%8F-ch%C3%ADnh-h%C3%A3ng-gi%C3%A1-si%C3%AAu-r%E1%BA%BB-t%E1%BA%A3i-%E1%BB%A9ng-d%E1%BB%A5ng-ch%C6%A1i-game-nh%E1%BA%B9-ok!-i.18278357.2880882964?position=562,0.4831730769230769,Ultra_Low_end
457,điện thoại samsung galaxy a02s (4gb/64gb) hàng mới nguyên hộp - bảo hành chinh hãng,2830200.0,262.0,5.0,14151000.0,741512400.0,4.97,92.0,123.0,1,1,0.11,TUẤN DƯƠNG MOBILE,tuanduongmobile,0,329000.0,620.0,0.79,0,60.0,20300.0,Hà Nội,1,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Samsung-Galaxy-A02s-(4GB-64GB)-H%C3%A0ng-M%E1%BB%9Bi-Nguy%C3%AAn-H%E1%BB%99p-B%E1%BA%A3o-H%C3%A0nh-Chinh-H%C3%A3ng-i.14947974.8616982161?position=563,0.3511450381679389,Low_end
458,"điện thoại xiaomi redmi note 3 (3gb/32gb) 2sim mới chính hãng, chơi free fire/pubg mượt",769004.9999999999,380.0,5.0,3845024.9999999995,292221899.99999994,4.6,10.0,8481.0,1,1,0.31,smartphone_baochau,smartphone_baochau,0,143000.0,1100.0,0.89,0,33.0,12700.0,TP. Hồ Chí Minh,1,https://shopee.vn/%C4%90I%E1%BB%86N-THO%E1%BA%A0I-XIAOMI-REDMI-NOTE-3-(3GB-32GB)-2sim-m%E1%BB%9Bi-CH%C3%8DNH-H%C3%83NG-ch%C6%A1i-Free-Fire-PUBG-m%C6%B0%E1%BB%A3t-i.122206336.1990646297?position=564,0.02631578947368421,Ultra_Low_end
459,điện thoại nokia 105 kèm pin sạc- điện thoại phổ thông rẻ,83639.99999999999,393.0,5.0,418199.99999999994,32870519.999999993,4.69,111.0,499.0,1,1,0.32,hà bắc Store,thuythuy889,0,225000.0,250.0,0.96,1,72.0,43000.0,Hà Nội,1,https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Nokia-105-K%C3%A8m-Pin-S%E1%BA%A1c-%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Ph%E1%BB%95-Th%C3%B4ng-R%E1%BA%BB-i.1657913.4941716817?position=565,0.2824427480916031,Ultra_Low_end
460,điện thoại mini siêu nhỏ b3310 02 sim 02 sóng gắn được thẻ nhớ,159330.0,296.0,5.0,796650.0,47161680.0,4.94,47.0,335.0,0,1,0.06,storevn678,storevn678,0,37000.0,698.0,0.94,0,35.0,22000.0,Vĩnh Phúc,1,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-mini-Si%C3%AAu-Nh%E1%BB%8F-B3310-02-sim-02-s%C3%B3ng-g%E1%BA%AFn-%C4%91%C6%B0%E1%BB%A3c-th%E1%BA%BB-nh%E1%BB%9B-i.105747592.4336185825?position=566,0.15878378378378377,Ultra_Low_end
462,freeship đơn 99k_ốp silicon xiaomi redmi note 7/note 7 pro,20000.0,265.0,7.0,140000.0,5300000.0,4.93,105.0,492.0,1,1,0.0,Shop.miu,thuy.dau,0,1255000.0,1500.0,0.89,0,48.0,15100.0,Hà Nội,1,https://shopee.vn/FREESHIP-%C4%90%C6%A0N-99K_%E1%BB%90p-silicon-Xiaomi-Redmi-Note-7-Note-7-Pro-i.37520580.1897884221?position=570,0.39622641509433965,Ultra_Low_end
463,"máy kích sim 1200 , khay, sạc , pin",174999.5,135.0,5.0,874997.5,23624932.5,4.88,48.0,33.0,1,0,0.0,phukiensim75,phukiensim75,0,515.0,39.0,0.84,0,23.0,845.0,Thừa Thiên Huế,0,https://shopee.vn/M%C3%A1y-k%C3%ADch-sim-1200-khay-s%E1%BA%A1c-pin-i.200312728.5907175623?position=573,0.35555555555555557,Ultra_Low_end
